1	1	101273
1	1	1020907
1	1	1027433
1	1	1031958
1	1	1033713
1	1	1034199
1	1	1034770
1	1	1045204
1	1	1051827
1	1	1052789
1	1	1068942
1	1	1098001
1	1	1099507
1	1	1107598
1	1	1108994
1	1	1127773
1	1	1133929
1	1	1134330
1	1	1136572
1	1	1137810
1	1	1138372
1	1	1140569
1	1	1151892
1	1	115381
1	1	1176156
1	1	1178668
1	1	1179240
1	1	1183128
1	1	1191597
1	1	1211296
1	1	1214648
1	1	1217119
1	1	1256789
1	1	1278257
1	1	1279448
1	1	130584
1	1	1317895
1	1	1342930
1	1	1346073
1	1	140120
1	1	1429641
1	1	142978
1	1	1430759
1	1	1431863
1	1	143360
1	1	144952
1	1	1458309
1	1	145953
1	1	1460887
1	1	147845
1	1	14991
1	1	1561
1	1	1578280
1	1	157779
1	1	1579769
1	1	158979
1	1	1602278
1	1	1603840
1	1	1620709
1	1	1630398
1	1	1702239
1	1	1719079
1	1	1720555
1	1	1818379
1	1	186485
1	1	1867877
1	1	1903593
1	1	195398
1	1	1988382
1	1	2013797
1	1	2017358
1	1	2044023
1	1	204307
1	1	2045550
1	1	2048584
1	1	2049834
1	1	2059294
1	1	2059809
1	1	2070020
1	1	2070766
1	1	2105969
1	1	2112963
1	1	2122733
1	1	2134421
1	1	2171374
1	1	2202909
1	1	2203477
1	1	2204014
1	1	2207819
1	1	2209242
1	1	2210412
1	1	2221966
1	1	2229788
1	1	2258179
1	1	22543
1	1	2294896
1	1	2301814
1	1	2365262
1	1	2366471
1	1	2390827
1	1	2391695
1	1	2393440
1	1	2449019
1	1	2454915
1	1	2455691
1	1	2456292
1	1	2492394
1	1	2502313
1	1	2530390
1	1	2542921
1	1	2545214
1	1	2546237
1	1	2567558
1	1	2622511
1	1	2642549
1	1	2647713
1	1	2648455
1	1	2653605
1	1	2514
1	1	2691814
1	1	2707190
1	1	2708006
1	1	2713156
1	1	2713955
1	1	2730216
1	1	2730874
1	1	2732239
1	1	2732863
1	1	2737223
1	1	2739217
1	1	2775994
1	1	2777255
1	1	2787763
1	1	2788240
1	1	2789026
1	1	2790748
1	1	2791318
1	1	2837121
1	1	2876546
1	1	2908788
1	1	2926822
1	1	2927594
1	1	2928652
1	1	2962394
1	1	2967148
1	1	2968301
1	1	2970456
1	1	2980767
