1000522	1001331	1	1
1001328	1001816	1	1
1002324	1004498	1	1
1004870	1005778	1	-1
1005903	1007312	1	1
1007368	1008645	1	-1
1008680	1010068	1	-1
1010478	1011809	1	1
1011931	1013280	1	1
1013325	1014434	1	1
101378	101644	1	1
1014484	1015626	1	1
1015623	1016540	1	1
101648	102046	1	1
1016537	1017379	1	1
1017410	1017964	1	1
1018059	1019546	1	-1
1019959	1020699	1	1
1020925	1021659	1	1
1024233	1024652	1	1
1024830	1027148	1	1
1027460	1028218	1	1
1029655	1031646	1	-1
1031961	1032311	1	1
103217	104419	1	-1
1032385	1033782	1	1
1033782	1034174	1	1
1034227	1034817	1	1
1034842	1035723	1	1
1035799	1036338	1	1
1038310	1038858	1	-1
1039721	1043182	1	-1
1043188	1043757	1	-1
1044009	1045217	1	1
1045210	1045917	1	1
1045920	1047164	1	1
1047317	1047826	1	-1
1047835	1050093	1	1
1051877	1052884	1	1
1052865	1053044	1	1
1053044	1053802	1	1
1053889	1055448	1	-1
1055460	1056731	1	-1
1056781	1058715	1	-1
1059860	1060528	1	-1
1061565	1062542	1	-1
106674	107108	1	1
1067283	1068734	1	1
1068967	1069737	1	1
1069822	1070592	1	1
1070674	1071414	1	1
1071418	1072098	1	1
1072164	1072970	1	-1
107247	107444	1	-1
1073255	1074142	1	-1
1074270	1074698	1	1
1074701	1075396	1	1
1075690	1075857	1	-1
1075857	1076402	1	-1
1076399	1077184	1	-1
1080963	1081625	1	1
1081701	1082402	1	-1
1085083	1085301	1	-1
1089844	1090554	1	-1
1090594	1091070	1	1
1092593	1092859	1	-1
1096796	1098013	1	1
1098003	1099475	1	1
1099582	1100385	1	1
1100414	1100728	1	-1
1100728	1101420	1	-1
1104372	1105019	1	-1
1106092	1106877	1	-1
1106992	1107783	1	1
1107786	1109123	1	1
1109104	1109829	1	1
1114368	1115411	1	-1
1115577	1117067	1	1
1117327	1118967	1	1
1119462	1120430	1	-1
1120434	1121939	1	-1
1121957	1122697	1	-1
1122918	1123889	1	-1
1123963	1124700	1	-1
1124821	1125687	1	-1
1127847	1128368	1	1
1128379	1129050	1	1
1132211	1133347	1	1
1133360	1133467	1	1
1133935	1134354	1	1
1134344	1135042	1	1
1135046	1135489	1	1
1135503	1136570	1	1
1136584	1137936	1	1
1137967	1138491	1	1
1138507	1139265	1	1
1140641	1141684	1	1
114154	114696	1	1
1141684	1142100	1	1
1142109	1142678	1	1
1142687	1143850	1	1
1143936	1144397	1	-1
1144433	1145590	1	-1
1146756	1147652	1	-1
1147788	1148201	1	-1
1149107	1151533	1	1
1151948	1152397	1	1
1152816	1153427	1	1
1153424	1154554	1	1
115411	116802	1	1
1154670	1157060	1	1
1157148	1158068	1	-1
1158303	1159955	1	1
1160046	1160957	1	1
1160994	1162148	1	1
1162141	1162941	1	1
1162961	1163578	1	1
1163654	1164577	1	1
1164819	1165358	1	-1
1165459	1166622	1	1
1167096	1168235	1	1
116870	117874	1	-1
1171496	1171948	1	1
1172004	1172960	1	-1
1173137	1173907	1	-1
1174010	1174774	1	-1
1176164	1177357	1	1
1178734	1179228	1	1
1179381	1182461	1	1
118022	120568	1	-1
1182538	1183164	1	1
1183171	1184520	1	1
1187412	1188464	1	1
1188451	1189602	1	1
1189602	1190408	1	1
1191639	1192508	1	1
1192712	1193131	1	1
1193128	1193853	1	1
1193867	1195159	1	1
1195161	1195970	1	1
1195964	1197220	1	1
1197227	1197739	1	1
1197699	1198295	1	1
1198340	1198828	1	1
1200447	1201064	1	-1
1202391	1202660	1	1
120658	122061	1	-1
1207196	1209676	1	-1
1209851	1210807	1	-1
1211356	1212252	1	1
1212258	1213550	1	1
1213566	1214606	1	1
1214675	1215748	1	1
1215785	1216399	1	1
1216413	1217150	1	1
1217132	1217905	1	1
1218606	1219109	1	-1
1220523	1221251	1	-1
122112	123158	1	-1
1224121	1224759	1	-1
1224756	1225583	1	-1
1225896	1226132	1	-1
1226435	1227295	1	1
1227779	1228582	1	-1
1229023	1229202	1	1
1229253	1230437	1	1
1230463	1232925	1	1
123289	123870	1	-1
1233156	1234895	1	1
1234956	1236170	1	-1
1237347	1237736	1	1
1237803	1238591	1	-1
1238588	1239583	1	-1
1239583	1240470	1	-1
1240457	1241419	1	-1
1241419	1243038	1	-1
1243275	1244282	1	-1
1244515	1245186	1	1
1245201	1245434	1	1
1245427	1245816	1	1
1245973	1247007	1	1
1247009	1248094	1	1
1248091	1251192	1	1
1251256	1251825	1	1
1253330	1254784	1	-1
1255153	1256580	1	1
1256789	1257481	1	1
1258538	1259593	1	-1
1259677	1261338	1	-1
1261513	1263042	1	-1
1263253	1263729	1	-1
1263854	1264465	1	-1
1264458	1265105	1	-1
1265071	1266780	1	-1
1266790	1267935	1	-1
