1925865	1927055
1923846	1924730
1916427	1917971
1914529	1915962
1912833	1914326
1912077	1912766
1908928	1912074
1907934	1908740
1906595	1907701
1905741	1906598
1903856	1905577
1902042	1903382
1901095	1901931
1895988	1898336
1895192	1895974
1894452	1895180
1888747	1889409
1887689	1888690
1880741	1881943
1879579	1880505
1878165	1878647
1872981	1873862
1870298	1871476
1870072	1870284
1868131	1868454
1866577	1867224
1862913	1865261
1855493	1855879
1854929	1855180
1853906	1854088
1851425	1853578
1848434	1848889
1847358	1848362
1844006	1844197
1841627	1843987
1840447	1841334
1827654	1829276
1826340	1827572
1823421	1825277
1822831	1823421
1821211	1822578
1819728	1820852
1815485	1816429
1806545	1807153
1804128	1805756
1803685	1804065
1801165	1802070
1798489	1799892
1795402	1795881
1788049	1789434
1787520	1788062
1786393	1787466
1768422	1770923
1762268	1762702
1753913	1754305
1751875	1752789
1745262	1745642
1743425	1744420
1742958	1743275
1741875	1742879
1741344	1741859
1741147	1741290
1733933	1734241
1733205	1733936
1731220	1732008
1730185	1731114
1728740	1730065
1721690	1722661
1721085	1721492
1715354	1715794
1713302	1714633
1711908	1712099
1710156	1711316
1709546	1709980
1706914	1708239
1705345	1706904
1703829	1705091
1702824	1703654
1701902	1702783
1697141	1698844
1696893	1697078
1690134	1691006
1685665	1687056
1682018	1682554
1677189	1677626
1674408	1675670
1663976	1664197
1663394	1663615
1661857	1662168
1661472	1661852
1660368	1661357
1659610	1660218
1655771	1656658
1654167	1655186
1652224	1654101
1648064	1649497
1645264	1647720
1644572	1645264
1638095	1638751
1637222	1638061
1636070	1636402
1635808	1636059
1634104	1635801
1633791	1634024
1633350	1633778
1631284	1632312
1625995	1626186
1624698	1625717
1622438	1624174
1619926	1620411
1618725	1619699
1616426	1616995
1615890	1616429
1615478	1615720
1612329	1613582
1611665	1612261
1611477	1611581
1608551	1609219
1607686	1608195
1598727	1601894
1597569	1598450
1591187	1591708
1589043	1590023
1581588	1584647
1580527	1581591
1579454	1580527
1577333	1578451
1576446	1577069
1569470	1569733
1568615	1569229
1566646	1567389
1564662	1566233
1560932	1561885
1558653	1558751
1557488	1558417
1555927	1556979
1553103	1554455
1552404	1553030
1551977	1552297
1542437	1543216
1539553	1540515
1538859	1539548
1529931	1530752
1528886	1529938
1526697	1528889
1523154	1523726
1516023	1518152
1513283	1515052
1511065	1513167
1508938	1509534
1507116	1508054
1506355	1506834
1503730	1504791
1499556	1500035
1497846	1499165
1495530	1496612
1490809	1494585
1488905	1489498
1488314	1488784
1485202	1486629
1484220	1484888
1483534	1484223
1482801	1483532
1481957	1482700
1480176	1481561
1476379	1477029
1475366	1476367
1474080	1475201
1473256	1474080
1469993	1470598
1467983	1468720
1466250	1467986
1464547	1466148
1463448	1464437
1461918	1463378
1461438	1461842
1459259	1460128
1458939	1459250
1458337	1458939
1456311	1458347
1455424	1456305
1454081	1454839
1452980	1453882
1451805	1452950
1451011	1451796
1449816	1450970
1448299	1449795
1447058	1448269
1441194	1441739
1440278	1441156
1438717	1440030
1437249	1438442
1433350	1435269
1431542	1432666
1430879	1431526
1429338	1430792
1427548	1429296
1426558	1427274
1425840	1426136
1425562	1425849
1425093	1425569
1423600	1425096
1423247	1423603
1420581	1423247
1419145	1420080
1416337	1416690
1414542	1415222
1410170	1411183
1409807	1410040
1409510	1409767
1408874	1409479
1408055	1408792
1407487	1407825
1403594	1405816
1400864	1402312
1399223	1400725
1398625	1399059
1397315	1398598
1395599	1396984
1394310	1395506
1390797	1391585
1390318	1390719
1380992	1381897
1379501	1380406
1377859	1378449
1376743	1377690
1376400	1376726
1375972	1376295
1375532	1375960
1374307	1375491
1373781	1374056
1372224	1373618
1371340	1371969
1369799	1370926
1368716	1369654
1367156	1368574
1365597	1367153
1364214	1365473
1362650	1364203
1360955	1362145
1358313	1358807
1355502	1355996
1353978	1355462
1352342	1352779
1349067	1350365
1348562	1349065
1347566	1348552
1346087	1347214
1345061	1345510
1343890	1344789
1342905	1343768
1341499	1342509
1340451	1341509
1337505	1340036
1336837	1337436
1335827	1336798
1335028	1335834
1333945	1335018
1325991	1327211
1324984	1325742
1323926	1324975
1321743	1322645
1320391	1321731
1319827	1320375
1318702	1319703
1317136	1318587
1316661	1317086
1315591	1316394
1314520	1315554
1312643	1314454
1308880	1309560
1307546	1308820
1305970	1307430
1304593	1305960
1302613	1303224
1302024	1302521
1301293	1302009
1300406	1300885
1299207	1300373
1298314	1299207
1297318	1297947
1294675	1295835
1293412	1294464
1292346	1293356
1290820	1291863
1287871	1289250
1286989	1287855
1286254	1286922
1283244	1286261
1282947	1283231
1281680	1282933
1280376	1281638
1278816	1279943
1275855	1277126
1275312	1275749
1273988	1275310
1273413	1273991
1272274	1273308
1270511	1271950
1269047	1269226
1268680	1268820
1267181	1267765
1266768	1267028
1265357	1266292
1259935	1263330
1258280	1258987
1257594	1258085
1256639	1257490
1255143	1256639
1254407	1255156
1254087	1254353
1253453	1254094
1253131	1253400
1252722	1253126
1251340	1252725
1249533	1249775
1247801	1249408
1246762	1247556
1245534	1246772
1243569	1245524
1241496	1243559
1240880	1241413
1239832	1240809
1238524	1239657
1236715	1237824
1235110	1236252
1233838	1234809
1231341	1231994
1228132	1229598
1224818	1226107
1223645	1224631
1222834	1223472
1220691	1220906
1219897	1220247
1217522	1217860
1216738	1217532
1213890	1214465
1210658	1211602
1205804	1206280
1203587	1205587
1202234	1203442
1201528	1202241
1200293	1201528
1199074	1200303
1198295	1199041
1197826	1198044
1194907	1195530
1192541	1193449
1191529	1192548
1190983	1191519
1190219	1190986
1189085	1189969
1188494	1189036
1186838	1188478
1185678	1186841
1182965	1183597
1180177	1180791
1177399	1177533
1176922	1177269
1172348	1173631
1171595	1172227
1167713	1167898
1165357	1165713
1163966	1165123
1162978	1163286
1159916	1161673
1153311	1153682
1148819	1153087
1139721	1141055
1137068	1137220
1135048	1136172
1130808	1131101
1125265	1126617
1123415	1124572
1120248	1122041
1118843	1120117
1117376	1118803
1113864	1114100
1112853	1113854
1109007	1110086
1108797	1108916
1104164	1105009
1103285	1104028
1101923	1103023
1100912	1101793
1100445	1100564
1097373	1097714
1094605	1095120
1094357	1094563
1093691	1094035
1093340	1093618
1091580	1092101
1090965	1091426
1088238	1089344
1086850	1087332
1086302	1086835
1083362	1085179
1080820	1081725
1077289	1078746
1075476	1076837
1072427	1073044
1071399	1072337
1070427	1071341
1067103	1067891
1062733	1063536
1061200	1062702
1058803	1059747
1058117	1058806
1057389	1058120
1052316	1053458
1050505	1051698
1049888	1050490
1049196	1049660
1048014	1049042
1047201	1047641
1045394	1047196
1044335	1045207
1043593	1044171
1042220	1043581
1041456	1042220
1040168	1041466
1038752	1040149
1037592	1038770
1036876	1037592
1035948	1036847
1033888	1035525
1027404	1028294
1025817	1027391
1024559	1025737
1005872	1006747
1003793	1004143
1002480	1003796
1001043	1002467
999462	1000886
998273	999460
995160	996110
993083	994909
986204	987049
984761	986029
982996	984717
982347	982919
981465	982109
980551	981219
980167	980367
972172	972921
971248	972111
970293	971225
969371	970192
965960	967291
964210	965136
962788	964203
961963	962778
961023	961973
951207	952388
950260	951114
949490	950260
947597	948574
947313	947588
943973	946333
941016	943049
939950	940849
936191	936538
934081	934800
933002	933220
931072	932112
929719	930912
927182	929506
926253	927182
924777	926192
922312	923685
921548	922291
920717	921409
920024	920707
917938	918291
917395	917784
916498	917253
914832	915119
904699	905463
903756	903974
902447	903601
900337	900825
898045	898917
897241	897882
892553	892930
891266	892390
890789	891256
890052	890789
887715	889775
886876	887553
884525	886729
882063	884243
879493	881946
869167	870036
867740	868933
861444	863039
860848	861354
859740	860549
858361	859638
854832	855818
848793	850823
847717	848655
841498	843036
840478	841491
835476	836228
835122	835454
834453	834878
833421	834284
832067	832900
829733	831229
828367	829707
824893	825780
821734	822657
819605	821005
818274	819566
817760	818179
816585	817724
816427	816546
809531	811153
807887	809458
804715	806976
800605	803358
798405	800423
796111	798297
